stud.id,gender,age,height,weight,religion,nc.score,semester,major,minor,score1,score2,online.tutorial,graduated,salary
252667,Female,19,149,61.7,Protestant,2.73,3rd,Economics and Finance,Social Sciences,69,70,1,0,NA
252864,Male,24,164,67.7,Catholic,2.36,3rd,Environmental Sciences,Biology,78,74,0,0,NA
252935,Male,22,172,69.6,Protestant,3.94,3rd,Mathematics and Statistics,Social Sciences,89,90,1,0,NA
252961,Female,20,147,61.6,Other,1.96,3rd,Biology,Mathematics and Statistics,75,85,1,0,NA
252964,Female,19,155,60.3,Protestant,2.45,3rd,Environmental Sciences,Economics and Finance,77,73,1,0,NA
253387,Male,23,176,77.6,Protestant,1.19,3rd,Economics and Finance,Biology,74,74,0,0,NA
253489,Male,18,174,72.8,Catholic,3.02,6th,Political Science,Mathematics and Statistics,63,56,1,1,63199.06624
253731,Female,24,159,62.2,Other,2.27,6th,Environmental Sciences,Biology,63,75,1,1,37803.51321
253803,Male,21,170,67.1,Other,1.21,6th,Environmental Sciences,Mathematics and Statistics,67,72,0,1,38513.05168
253983,Male,21,180,72.8,Catholic,1.16,5th,Mathematics and Statistics,Economics and Finance,89,87,0,0,NA
254487,Female,20,172,73.1,Catholic,1,5th,Political Science,Economics and Finance,65,64,1,1,32655.82463
254608,Male,21,172,65.8,Other,2.44,>6th,Mathematics and Statistics,Social Sciences,89,96,1,1,42084.25547
254815,Male,22,170,69,Catholic,1.26,4th,Mathematics and Statistics,Environmental Sciences,90,89,0,0,NA
255007,Male,18,187,83.8,Protestant,2.88,4th,Environmental Sciences,Economics and Finance,67,76,0,0,NA
255219,Male,22,174,75.8,Other,3.74,6th,Political Science,Mathematics and Statistics,50,53,1,1,39562.52429
255468,Female,22,164,68.2,Other,1.58,5th,Political Science,Mathematics and Statistics,57,55,0,1,23961.68748
255706,Male,20,182,77.3,Catholic,1.03,3rd,Political Science,Mathematics and Statistics,52,47,0,0,NA
255728,Male,21,188,84.8,Catholic,2.67,4th,Environmental Sciences,Economics and Finance,72,77,1,0,NA
255816,Male,22,191,89.8,Other,2.22,3rd,Mathematics and Statistics,Biology,89,87,0,0,NA
255883,Male,20,172,72.6,Other,1.67,4th,Mathematics and Statistics,Economics and Finance,91,87,0,0,NA
256257,Female,20,159,64.7,Catholic,1.24,5th,Political Science,Economics and Finance,59,53,0,0,NA
256571,Male,22,162,66.4,Protestant,2.8,3rd,Mathematics and Statistics,Environmental Sciences,83,93,1,0,NA
256759,Male,21,171,71.5,Protestant,2.38,>6th,Environmental Sciences,Economics and Finance,72,72,0,0,NA
256828,Male,25,179,76.2,Catholic,2.19,3rd,Social Sciences,Biology,46,44,1,0,NA
256839,Male,24,163,69.6,Other,2.84,5th,Biology,Political Science,76,75,1,1,61102.02675
256884,Female,21,162,70.6,Other,3.49,>6th,Environmental Sciences,Biology,75,72,1,1,29555.93689
256976,Male,22,175,76.2,Other,1.7,3rd,Economics and Finance,Mathematics and Statistics,66,67,0,0,NA
257143,Male,21,181,79.7,Protestant,3.77,6th,Environmental Sciences,Political Science,71,66,1,0,NA
257667,Female,27,170,73.6,Catholic,1.2,3rd,Biology,Environmental Sciences,77,82,1,0,NA
257679,Female,61,172,68.8,Catholic,3.66,4th,Biology,Political Science,77,81,0,0,NA
257766,Male,19,191,91.6,Other,1.77,5th,Economics and Finance,Biology,70,72,0,1,53418.19194
257886,Female,24,148,62.6,Catholic,3.07,3rd,Environmental Sciences,Social Sciences,74,70,1,0,NA
258055,Female,18,160,60.1,Other,2.38,3rd,Social Sciences,Mathematics and Statistics,51,40,0,0,NA
258568,Male,21,169,70.6,Catholic,1.64,5th,Political Science,Environmental Sciences,53,57,1,1,41594.78235
258774,Male,21,195,95.2,Orthodox,3.29,5th,Economics and Finance,Social Sciences,75,65,1,1,44782.26235
258947,Female,23,174,72.8,Catholic,3.95,3rd,Political Science,Environmental Sciences,53,62,1,0,NA
259249,Female,44,166,71.3,Muslim,1.63,4th,Economics and Finance,Biology,73,72,1,0,NA
259278,Male,21,176,74.9,Catholic,2.27,4th,Economics and Finance,Social Sciences,65,65,0,0,NA
259484,Male,23,173,71,Catholic,1.26,6th,Biology,Economics and Finance,82,89,1,1,60177.53783
259706,Female,18,161,71.1,Protestant,1.54,6th,Biology,Social Sciences,69,83,1,0,NA
259931,Male,22,160,68,Other,2.36,6th,Social Sciences,Political Science,50,41,1,0,NA
260327,Male,20,175,77.5,Other,3.46,>6th,Mathematics and Statistics,Environmental Sciences,91,85,0,1,54234.84892
260610,Male,21,198,100.2,Catholic,2.08,4th,Mathematics and Statistics,Social Sciences,90,84,0,1,45540.26933
260662,Male,20,181,80.6,Other,3.38,3rd,Social Sciences,Economics and Finance,58,44,1,0,NA
260666,Female,23,165,66.1,Catholic,1.52,4th,Social Sciences,Political Science,40,43,0,0,NA
261008,Male,19,181,77.8,Protestant,2.07,4th,Political Science,Economics and Finance,45,55,0,0,NA
261577,Male,22,176,74.5,Protestant,1.19,4th,Economics and Finance,Biology,69,69,0,0,NA
261634,Female,20,168,68.5,Protestant,3.78,4th,Economics and Finance,Political Science,73,63,1,0,NA
261700,Male,19,178,74.2,Protestant,2.93,6th,Environmental Sciences,Political Science,76,72,1,1,39789.56925
261845,Male,20,169,71.8,Catholic,1.62,3rd,Political Science,Economics and Finance,58,59,0,0,NA
262113,Male,22,176,81,Other,1.75,6th,Mathematics and Statistics,Biology,95,94,1,1,48453.00423
262132,Female,20,165,67.1,Protestant,3.4,3rd,Social Sciences,Mathematics and Statistics,47,40,0,0,NA
262252,Female,18,162,69.2,Protestant,1.34,4th,Biology,Political Science,80,77,0,1,32966.9137
262465,Male,35,187,89,Muslim,2.21,4th,Mathematics and Statistics,Biology,92,89,0,1,55888.36651
262659,Male,20,174,74,Protestant,3.23,5th,Mathematics and Statistics,Social Sciences,90,88,1,0,NA
262897,Female,20,164,66.6,Catholic,3.16,3rd,Political Science,Mathematics and Statistics,59,56,0,0,NA
262935,Male,22,186,85.6,Catholic,3.07,3rd,Biology,Political Science,75,75,1,0,NA
263106,Female,22,176,72.8,Protestant,2.6,5th,Mathematics and Statistics,Environmental Sciences,84,90,1,0,NA
263118,Female,22,164,71.2,Other,1.62,4th,Biology,Environmental Sciences,81,79,1,1,38989.61387
263536,Female,21,164,65.5,Muslim,2.84,6th,Social Sciences,Environmental Sciences,45,50,1,0,NA
263554,Female,25,160,63.3,Protestant,1.18,6th,Biology,Political Science,72,79,0,1,36377.39393
263585,Female,35,161,61.3,Catholic,3.38,3rd,Political Science,Social Sciences,52,57,1,0,NA
263643,Female,21,160,63.2,Muslim,2.86,5th,Political Science,Mathematics and Statistics,50,49,1,0,NA
263680,Female,60,179,76.2,Other,2.69,6th,Environmental Sciences,Social Sciences,74,64,1,1,34519.54699
263722,Male,20,196,97.9,Orthodox,3.27,4th,Biology,Political Science,74,77,0,0,NA
263799,Male,57,160,59.7,Catholic,1.43,3rd,Economics and Finance,Mathematics and Statistics,65,69,1,0,NA
263851,Male,19,182,79.2,Other,1.36,4th,Biology,Environmental Sciences,77,81,0,0,NA
263937,Male,24,167,66.6,Protestant,2.99,6th,Mathematics and Statistics,Economics and Finance,82,94,1,1,58178.58433
264046,Male,24,172,70.8,Catholic,3.01,4th,Environmental Sciences,Mathematics and Statistics,70,80,1,0,NA
265031,Female,19,158,64,Catholic,1.74,3rd,Economics and Finance,Mathematics and Statistics,65,67,0,0,NA
265746,Female,21,167,67.2,Catholic,2.84,4th,Biology,Mathematics and Statistics,77,72,0,0,NA
266056,Male,22,170,72,Other,1.09,3rd,Economics and Finance,Biology,62,65,1,0,NA
266076,Male,21,168,70.2,Catholic,1.14,6th,Biology,Social Sciences,71,78,0,1,42951.06119
266343,Female,22,154,67.5,Orthodox,1.87,3rd,Political Science,Economics and Finance,58,59,1,0,NA
266483,Female,19,153,63.3,Protestant,1.1,5th,Biology,Political Science,82,79,1,0,NA
266505,Male,25,166,68.6,Other,1.84,4th,Economics and Finance,Mathematics and Statistics,69,66,1,0,NA
266701,Male,24,173,70.4,Muslim,1.84,4th,Economics and Finance,Environmental Sciences,73,63,0,1,39052.77015
266764,Male,21,184,79.1,Protestant,1.38,5th,Social Sciences,Political Science,36,46,1,0,NA
266916,Female,20,159,66.3,Protestant,1.89,6th,Biology,Mathematics and Statistics,73,81,0,1,43246.98294
267025,Male,21,171,65.7,Catholic,2.77,>6th,Political Science,Mathematics and Statistics,57,58,1,1,30086.76481
267472,Male,22,174,74,Other,2,3rd,Social Sciences,Biology,50,37,1,0,NA
268486,Female,23,157,65.7,Other,1.32,3rd,Biology,Environmental Sciences,82,79,1,0,NA
268720,Male,19,184,84.8,Protestant,1.48,4th,Economics and Finance,Environmental Sciences,69,69,0,0,NA
268822,Male,22,191,92,Catholic,2.89,6th,Economics and Finance,Environmental Sciences,67,61,0,1,41028.80829
269392,Female,25,162,67.5,Other,1.07,4th,Political Science,Mathematics and Statistics,51,60,1,1,38758.77897
270092,Female,22,160,67.7,Catholic,2.89,3rd,Political Science,Economics and Finance,50,52,0,0,NA
270572,Female,22,162,66.9,Other,1.62,4th,Social Sciences,Economics and Finance,40,45,1,1,14709.40754
270725,Female,21,164,61.7,Other,2.79,3rd,Biology,Environmental Sciences,83,83,1,0,NA
270800,Female,19,151,63.4,Catholic,1.67,3rd,Economics and Finance,Environmental Sciences,56,63,1,0,NA
270828,Female,22,172,73.2,Catholic,3.76,4th,Social Sciences,Biology,45,43,1,1,35840.89853
270858,Female,21,166,70.9,Protestant,1.18,4th,Social Sciences,Mathematics and Statistics,42,45,0,0,NA
271433,Male,21,181,83.6,Other,1.45,6th,Social Sciences,Mathematics and Statistics,48,43,1,1,46246.96766
271531,Female,22,163,62.2,Catholic,1.35,3rd,Environmental Sciences,Economics and Finance,65,74,0,0,NA
271615,Male,22,176,75,Other,2.08,6th,Economics and Finance,Social Sciences,68,63,0,0,NA
271762,Male,19,180,82.2,Catholic,2.06,3rd,Biology,Environmental Sciences,77,71,0,0,NA
271875,Male,21,172,68.9,Protestant,2.53,6th,Environmental Sciences,Political Science,70,69,0,1,38925.60078
271916,Male,21,184,81.6,Catholic,3.18,4th,Mathematics and Statistics,Political Science,83,91,1,0,NA
271926,Male,21,185,84.8,Protestant,1.69,6th,Mathematics and Statistics,Biology,86,90,1,0,NA
272012,Male,21,187,84.4,Other,2.29,3rd,Mathematics and Statistics,Environmental Sciences,88,82,0,0,NA
272096,Male,22,182,84.1,Catholic,1.15,>6th,Economics and Finance,Political Science,67,64,1,1,67357.92615
272335,Female,21,160,62.5,Other,3.38,3rd,Biology,Economics and Finance,76,80,1,0,NA
272563,Male,21,178,78.2,Other,2.7,3rd,Mathematics and Statistics,Environmental Sciences,84,89,0,0,NA
272896,Female,21,162,70.1,Other,1.39,3rd,Biology,Mathematics and Statistics,71,78,0,0,NA
272944,Female,22,151,63,Orthodox,1.91,5th,Political Science,Economics and Finance,64,49,1,0,NA
273197,Female,19,149,62.3,Other,2.66,5th,Biology,Economics and Finance,73,78,0,0,NA
273444,Male,21,191,95,Other,1.58,5th,Environmental Sciences,Political Science,76,72,1,1,45850.63516
273498,Male,21,190,86,Other,1.48,3rd,Biology,Economics and Finance,83,80,1,0,NA
273910,Female,24,166,64.9,Muslim,1.03,5th,Political Science,Mathematics and Statistics,63,49,0,0,NA
273967,Female,20,160,64.9,Other,1.61,4th,Mathematics and Statistics,Environmental Sciences,83,93,1,0,NA
274409,Female,21,142,57.9,Catholic,1.42,4th,Political Science,Environmental Sciences,51,50,0,0,NA
274421,Female,20,152,61.2,Other,2.38,3rd,Social Sciences,Mathematics and Statistics,42,39,0,0,NA
274471,Male,21,193,96.3,Other,1.05,5th,Economics and Finance,Environmental Sciences,73,68,0,0,NA
274573,Female,22,172,65.4,Catholic,3.33,5th,Biology,Political Science,75,81,1,0,NA
274764,Female,20,167,67.8,Protestant,1.17,3rd,Social Sciences,Environmental Sciences,52,42,1,0,NA
274977,Male,23,175,72.8,Catholic,2.28,3rd,Economics and Finance,Political Science,53,63,1,0,NA
274982,Female,20,162,68.1,Catholic,2.99,4th,Biology,Environmental Sciences,74,75,0,0,NA
275014,Female,19,174,73.2,Catholic,3.15,6th,Political Science,Environmental Sciences,50,60,0,1,41430.15745
275203,Female,22,172,68,Other,1.95,3rd,Mathematics and Statistics,Political Science,89,90,1,0,NA
275274,Female,23,159,65.7,Catholic,1.25,4th,Biology,Political Science,78,77,1,1,38746.5298
275329,Female,22,159,65,Catholic,3.5,3rd,Biology,Economics and Finance,79,80,1,0,NA
275470,Male,22,167,65.9,Other,3.96,3rd,Mathematics and Statistics,Economics and Finance,89,93,1,0,NA
275951,Female,22,160,67.7,Catholic,2.81,4th,Economics and Finance,Social Sciences,52,62,1,1,37018.58814
275978,Male,24,180,76.9,Catholic,3.44,5th,Social Sciences,Biology,46,49,0,1,32838.25195
276036,Male,27,182,85.3,Orthodox,3.65,6th,Political Science,Social Sciences,52,49,0,1,44492.96741
276165,Male,26,175,76.9,Other,1.56,5th,Economics and Finance,Biology,63,74,1,1,59404.19598
276421,Female,22,172,72.5,Other,2.73,4th,Mathematics and Statistics,Environmental Sciences,88,93,0,0,NA
276507,Male,20,188,84.2,Other,1.04,3rd,Social Sciences,Mathematics and Statistics,58,48,0,0,NA
276883,Male,21,182,81.3,Other,1.18,5th,Mathematics and Statistics,Economics and Finance,91,94,1,0,NA
277077,Female,20,150,60.4,Other,3.85,3rd,Environmental Sciences,Political Science,63,71,0,0,NA
277178,Male,22,183,83,Other,2.1,5th,Mathematics and Statistics,Environmental Sciences,88,89,0,0,NA
277240,Male,20,182,85.2,Other,2.04,5th,Environmental Sciences,Economics and Finance,66,65,0,1,43293.39305
277261,Male,20,172,72.1,Protestant,3.85,5th,Environmental Sciences,Political Science,63,70,1,1,41138.70542
277382,Male,19,178,75.7,Protestant,2.97,3rd,Mathematics and Statistics,Biology,86,86,0,0,NA
277793,Female,20,162,64.1,Protestant,3.14,3rd,Social Sciences,Political Science,46,49,1,0,NA
278042,Male,20,174,78.7,Catholic,1.33,5th,Social Sciences,Economics and Finance,47,44,1,0,NA
278380,Male,22,177,75.1,Other,2.1,3rd,Mathematics and Statistics,Political Science,81,89,1,0,NA
278735,Female,20,156,65.9,Muslim,3.74,3rd,Biology,Political Science,79,81,1,0,NA
278966,Male,22,175,69.9,Catholic,2.59,>6th,Economics and Finance,Political Science,70,63,0,1,60576.84445
279381,Female,22,162,68.3,Muslim,3.11,4th,Social Sciences,Political Science,53,47,0,1,26744.0631
279735,Male,23,185,82.8,Other,2.67,6th,Economics and Finance,Political Science,66,69,1,1,62052.20232
279782,Male,22,189,91.5,Catholic,1.7,4th,Environmental Sciences,Social Sciences,65,85,1,0,NA
279831,Male,24,190,89.9,Catholic,3.04,6th,Mathematics and Statistics,Political Science,95,95,1,0,NA
280259,Female,23,164,66,Muslim,2.11,3rd,Social Sciences,Biology,47,35,1,0,NA
280376,Male,21,177,73.7,Other,3.37,6th,Mathematics and Statistics,Environmental Sciences,91,90,0,1,68980.28115
280675,Male,20,188,90.7,Catholic,1.1,5th,Mathematics and Statistics,Economics and Finance,93,90,0,0,NA
280980,Male,21,161,66.7,Catholic,1.41,3rd,Social Sciences,Political Science,55,42,0,0,NA
281483,Male,61,173,76.3,Other,3.76,6th,Environmental Sciences,Political Science,76,62,0,1,39413.48667
281859,Male,21,187,86.5,Other,3.3,6th,Mathematics and Statistics,Environmental Sciences,86,91,0,0,NA
282162,Male,23,171,69.4,Other,1.83,4th,Environmental Sciences,Biology,78,65,0,0,NA
282208,Male,24,193,94.4,Orthodox,1.9,>6th,Economics and Finance,Biology,69,78,0,1,53064.78751
282449,Male,19,185,84.6,Catholic,2.42,6th,Environmental Sciences,Political Science,69,73,1,0,NA
282469,Male,21,167,66.1,Catholic,2.37,4th,Environmental Sciences,Political Science,74,78,1,0,NA
282663,Female,24,165,68,Catholic,2.1,5th,Environmental Sciences,Political Science,83,76,1,0,NA
282864,Female,20,166,65.9,Catholic,3.69,3rd,Social Sciences,Biology,44,43,1,0,NA
283142,Female,24,161,64.2,Catholic,3.75,3rd,Mathematics and Statistics,Biology,88,95,1,0,NA
283343,Female,24,162,59.8,Other,2.37,6th,Social Sciences,Economics and Finance,51,41,0,0,NA
283438,Female,21,164,67.1,Catholic,1.37,3rd,Biology,Economics and Finance,83,85,1,0,NA
283454,Male,21,174,73,Other,1.1,5th,Environmental Sciences,Social Sciences,75,64,0,0,NA
283669,Female,23,172,67.5,Other,1.62,4th,Political Science,Social Sciences,52,55,1,0,NA
283896,Male,22,171,72.2,Protestant,2.24,3rd,Political Science,Environmental Sciences,60,58,1,0,NA
283972,Male,21,184,83.9,Protestant,1.06,5th,Economics and Finance,Mathematics and Statistics,68,67,1,1,44697.61169
284173,Female,23,168,64.1,Other,3.93,3rd,Political Science,Social Sciences,59,70,1,0,NA
284289,Male,21,169,70.7,Other,2.25,4th,Economics and Finance,Biology,63,62,1,0,NA
284570,Female,21,168,69.4,Other,2.24,6th,Environmental Sciences,Mathematics and Statistics,71,79,0,0,NA
284615,Male,25,166,65.3,Catholic,1.25,4th,Environmental Sciences,Social Sciences,69,65,1,0,NA
284734,Male,21,180,78.7,Catholic,1.97,4th,Biology,Environmental Sciences,85,80,1,0,NA
284963,Female,20,163,66.7,Protestant,1.12,4th,Political Science,Economics and Finance,55,53,0,1,31731.98312
284996,Female,20,181,82.7,Other,2.71,3rd,Biology,Economics and Finance,79,74,1,0,NA
285046,Female,20,166,67.8,Protestant,1.38,3rd,Biology,Political Science,78,74,0,0,NA
285174,Male,20,172,74.5,Catholic,1.15,3rd,Biology,Environmental Sciences,75,80,0,0,NA
285533,Female,20,154,61.3,Catholic,3.39,6th,Environmental Sciences,Biology,64,71,0,0,NA
285710,Female,20,146,62.9,Other,1.92,4th,Biology,Social Sciences,81,81,0,0,NA
285843,Male,21,189,91.2,Catholic,3.04,>6th,Economics and Finance,Political Science,64,67,0,0,NA
285957,Female,20,160,63.4,Catholic,3.14,4th,Biology,Political Science,75,74,0,0,NA
285966,Male,23,183,85.6,Other,1.96,3rd,Environmental Sciences,Social Sciences,76,74,0,0,NA
286263,Male,19,199,97.2,Protestant,3.62,4th,Mathematics and Statistics,Political Science,80,84,1,0,NA
286573,Male,21,181,82.1,Other,2.54,3rd,Biology,Political Science,77,82,0,0,NA
286652,Male,22,175,69.3,Orthodox,2.94,5th,Mathematics and Statistics,Social Sciences,78,88,0,0,NA
286766,Male,21,181,84.9,Catholic,2.09,5th,Biology,Economics and Finance,80,75,0,1,54141.45947
287187,Female,20,173,71.9,Catholic,3.99,3rd,Economics and Finance,Biology,68,67,1,0,NA
287201,Female,22,148,58.3,Catholic,1.46,3rd,Biology,Political Science,77,71,0,0,NA
287337,Male,56,185,83.4,Other,1.59,6th,Mathematics and Statistics,Political Science,92,89,1,1,54595.39574
287354,Male,21,190,87.1,Catholic,3.4,>6th,Environmental Sciences,Mathematics and Statistics,66,64,0,1,37554.0138
287444,Female,21,168,69.3,Catholic,2.7,4th,Economics and Finance,Social Sciences,72,65,1,0,NA
287535,Female,20,151,60,Protestant,2.6,4th,Biology,Economics and Finance,84,80,1,1,43021.78636
287632,Male,21,184,77.1,Catholic,1.47,5th,Environmental Sciences,Political Science,68,69,1,1,42054.72994
287764,Male,20,179,79,Catholic,1.08,4th,Biology,Political Science,77,84,1,0,NA
287800,Female,20,168,69.9,Protestant,3.18,3rd,Mathematics and Statistics,Social Sciences,90,87,0,0,NA
287888,Male,18,179,78.3,Catholic,2.09,6th,Mathematics and Statistics,Economics and Finance,87,87,0,1,41816.70065
287907,Female,22,169,67.1,Protestant,3.18,4th,Environmental Sciences,Mathematics and Statistics,78,76,1,0,NA
287954,Male,24,185,79.8,Other,1.01,4th,Biology,Political Science,73,74,0,0,NA
287975,Male,20,181,80.2,Other,1.13,5th,Biology,Economics and Finance,78,72,1,1,57131.61137
288080,Female,60,163,66.8,Protestant,1.83,4th,Environmental Sciences,Biology,67,74,0,0,NA
288632,Male,24,181,80.4,Other,3.57,6th,Mathematics and Statistics,Political Science,88,88,1,1,44728.78126
288760,Female,22,172,71.2,Catholic,1.64,3rd,Biology,Mathematics and Statistics,74,84,1,0,NA
288990,Male,22,174,73,Orthodox,1.29,5th,Mathematics and Statistics,Biology,85,87,0,1,56640.59104
289052,Male,22,179,80.9,Protestant,1.64,5th,Environmental Sciences,Mathematics and Statistics,65,67,1,1,35605.86614
289071,Male,19,187,83.3,Protestant,2.22,4th,Economics and Finance,Environmental Sciences,63,74,1,0,NA
289772,Female,36,167,70,Protestant,1.97,3rd,Environmental Sciences,Mathematics and Statistics,69,78,0,0,NA
289869,Male,25,183,83.1,Catholic,1.98,4th,Biology,Mathematics and Statistics,72,85,0,1,49997.4875
289916,Male,24,188,90,Orthodox,1.47,4th,Environmental Sciences,Biology,67,69,0,0,NA
290369,Male,23,184,80.8,Catholic,3.74,6th,Biology,Social Sciences,83,68,0,1,50350.42033
290462,Male,18,187,84.4,Catholic,2.87,>6th,Environmental Sciences,Biology,70,76,1,1,37691.92767
290673,Female,20,157,66.1,Catholic,1.87,4th,Biology,Economics and Finance,84,78,0,0,NA
290953,Male,20,173,74.6,Catholic,1.53,4th,Political Science,Environmental Sciences,65,53,0,1,28927.89842
291003,Male,22,178,76.8,Protestant,1.49,6th,Mathematics and Statistics,Economics and Finance,89,81,0,0,NA
291406,Male,20,176,75.7,Catholic,2.44,5th,Economics and Finance,Mathematics and Statistics,71,57,0,1,53682.70811
291883,Female,35,163,67.8,Other,1.57,4th,Biology,Economics and Finance,77,76,0,0,NA
292452,Male,25,172,70.7,Other,1.07,6th,Environmental Sciences,Biology,73,70,1,1,39075.85557
292543,Male,21,185,80.8,Protestant,2.24,3rd,Economics and Finance,Mathematics and Statistics,58,62,0,0,NA
292619,Male,23,192,96.6,Catholic,2.48,6th,Environmental Sciences,Political Science,74,81,1,1,37135.93025
292934,Male,22,175,75.5,Protestant,1.07,5th,Mathematics and Statistics,Biology,89,90,1,1,57083.24832
293336,Female,21,153,58.9,Other,2.84,3rd,Economics and Finance,Mathematics and Statistics,62,71,1,0,NA
293391,Male,23,192,89.6,Other,1.07,3rd,Environmental Sciences,Mathematics and Statistics,76,71,1,0,NA
293528,Male,26,180,82.2,Protestant,1.08,3rd,Political Science,Environmental Sciences,49,58,0,0,NA
293590,Female,19,153,61.5,Other,1.41,3rd,Political Science,Biology,60,57,1,0,NA
293956,Male,22,173,71.2,Protestant,1.92,4th,Environmental Sciences,Social Sciences,79,73,0,0,NA
294183,Female,22,174,76.7,Catholic,1.28,4th,Economics and Finance,Political Science,69,61,0,0,NA
294383,Male,21,185,83.1,Protestant,2.24,4th,Economics and Finance,Environmental Sciences,68,70,1,0,NA
294459,Female,27,164,67.7,Orthodox,3.44,3rd,Biology,Mathematics and Statistics,80,86,0,0,NA
294644,Male,21,182,85.3,Protestant,1.17,4th,Political Science,Social Sciences,58,49,1,0,NA
294686,Male,22,192,93.1,Protestant,1.2,4th,Environmental Sciences,Social Sciences,74,76,0,1,40285.02515
294853,Male,20,193,90.9,Orthodox,1.74,5th,Social Sciences,Economics and Finance,43,44,0,0,NA
294858,Male,24,180,80.7,Catholic,2.04,6th,Biology,Environmental Sciences,80,82,1,1,41776.47472
295027,Female,20,161,65.6,Other,1.72,4th,Mathematics and Statistics,Social Sciences,90,90,0,0,NA
295165,Female,23,153,57.7,Catholic,1.04,4th,Social Sciences,Biology,48,46,0,0,NA
295384,Female,19,171,73.5,Catholic,2.13,3rd,Biology,Economics and Finance,84,79,1,0,NA
295444,Female,20,171,70,Other,1.01,5th,Economics and Finance,Environmental Sciences,63,64,0,0,NA
295453,Male,19,180,81.9,Other,2.54,5th,Mathematics and Statistics,Biology,88,91,1,1,53116.83645
295663,Male,23,163,67.7,Muslim,1.89,3rd,Biology,Political Science,84,74,0,0,NA
295696,Male,22,168,70.9,Catholic,1.42,5th,Environmental Sciences,Social Sciences,76,74,1,1,31822.60265
295796,Male,20,178,75.3,Muslim,1.67,3rd,Biology,Political Science,81,75,1,0,NA
295967,Female,21,169,68.2,Other,2.11,3rd,Social Sciences,Environmental Sciences,40,43,1,0,NA
296177,Male,20,189,83.5,Protestant,2.65,4th,Environmental Sciences,Economics and Finance,73,77,1,0,NA
296239,Female,21,169,66,Catholic,2.18,3rd,Economics and Finance,Social Sciences,66,70,1,0,NA
296251,Male,23,173,72.2,Muslim,2.03,3rd,Political Science,Mathematics and Statistics,58,61,1,0,NA
296261,Male,20,172,72.5,Other,2.13,3rd,Environmental Sciences,Economics and Finance,64,71,1,0,NA
296298,Male,42,194,101.1,Catholic,1.06,4th,Mathematics and Statistics,Biology,86,92,0,0,NA
296396,Female,20,173,69.1,Other,3.08,5th,Biology,Environmental Sciences,76,85,1,1,39224.06219
296420,Female,26,168,73.6,Other,3.17,4th,Social Sciences,Environmental Sciences,37,48,1,1,26452.4497
296476,Female,24,173,73.4,Other,1.65,3rd,Biology,Political Science,83,80,1,0,NA
296520,Male,22,179,71.2,Other,2.71,4th,Biology,Social Sciences,81,77,1,0,NA
296760,Female,21,172,75.2,Other,3.23,>6th,Political Science,Biology,55,58,1,0,NA
297069,Male,23,170,72.4,Catholic,2.6,4th,Mathematics and Statistics,Environmental Sciences,86,89,1,0,NA
297287,Female,21,150,65.1,Protestant,1.98,4th,Biology,Environmental Sciences,77,75,1,0,NA
297291,Female,20,162,66.2,Protestant,1.64,4th,Environmental Sciences,Biology,73,66,0,1,35433.09215
297472,Male,23,174,74.2,Catholic,1.32,3rd,Environmental Sciences,Mathematics and Statistics,70,73,0,0,NA
298125,Male,21,185,85.1,Catholic,1.85,5th,Political Science,Social Sciences,56,49,1,1,60996.3089
298182,Male,21,184,80.8,Protestant,2.28,5th,Economics and Finance,Mathematics and Statistics,62,67,1,1,59920.48058
298203,Male,19,160,63,Catholic,1.38,3rd,Political Science,Mathematics and Statistics,57,50,0,0,NA
298291,Male,22,189,82.5,Other,3.89,3rd,Environmental Sciences,Biology,72,78,1,0,NA
298355,Male,20,190,86.8,Protestant,1.35,3rd,Biology,Environmental Sciences,76,77,1,0,NA
298461,Male,24,185,79,Catholic,2,5th,Social Sciences,Political Science,52,53,0,1,30195.58528
298512,Male,18,202,104.6,Catholic,2.73,>6th,Environmental Sciences,Biology,72,75,1,1,36031.24722
298551,Female,19,165,69.8,Other,1.89,3rd,Economics and Finance,Biology,67,72,0,0,NA
299439,Female,20,156,62.8,Other,1.31,6th,Environmental Sciences,Social Sciences,75,78,1,1,35106.96186
299659,Male,19,190,84.3,Protestant,3.89,6th,Political Science,Economics and Finance,54,52,1,1,39725.70278
299694,Male,21,192,91.3,Other,1.91,6th,Mathematics and Statistics,Political Science,84,95,1,1,56208.93648
299940,Male,23,170,63.7,Catholic,3.97,6th,Environmental Sciences,Mathematics and Statistics,80,65,1,1,43925.07972
300124,Male,20,170,73.3,Orthodox,1.91,>6th,Biology,Social Sciences,71,76,1,1,58683.51872
300616,Female,26,157,63.4,Protestant,2.2,3rd,Political Science,Environmental Sciences,64,54,0,0,NA
300697,Male,21,180,78.1,Catholic,1.82,5th,Economics and Finance,Environmental Sciences,63,65,1,1,44917.8196
301343,Male,19,187,83.6,Catholic,3.43,>6th,Environmental Sciences,Mathematics and Statistics,70,78,1,0,NA
301692,Female,22,159,65.2,Protestant,3.31,3rd,Political Science,Biology,42,62,1,0,NA
301810,Male,21,180,77.2,Other,2.6,4th,Political Science,Biology,58,60,0,0,NA
301886,Female,22,166,67.1,Catholic,3.19,3rd,Biology,Political Science,74,83,1,0,NA
302218,Female,21,164,64.4,Muslim,1.55,3rd,Environmental Sciences,Mathematics and Statistics,73,75,0,0,NA
